"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000377","경동고등학교","04","공립","자율고등학교","N","단설","주간","19400416","19400416","1129011300","서울특별시 성북구 삼선동3가","50.","136043","02870","서울특별시 성북구 보문로29길 49","(삼선동3가, 경동고등학교)","37.586200","127.014664","02-928-2353","02-926-7525","http://kyungdong.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000378","경문고등학교","04","사립","일반고등학교","N","단설","주간","19800507","19800124","1159010600","서울특별시 동작구 동작동","4-2.","156080","06995","서울특별시 동작구 동작대로 171",", 경문고등학교 (동작동)","37.4930957589731","126.981699260637","02-535-1301","02-535-1230","http://kyungmoon.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000379","경복고등학교","04","공립","일반고등학교","N","단설","주간","19210502","19210502","1111010100","서울특별시 종로구 청운동","89-9.","03047","03047","서울특별시 종로구 자하문로28가길 9",", 경복고등학교 (청운동,경복고등학교)","37.587418","126.971434","02-397-5301","02-736-0422","http://kyungbock.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000380","경복여자고등학교","04","사립","일반고등학교","N","단설","주간","19931002","19931002","1150010200","서울특별시 강서구 등촌동","131번지.","157033","07589","서울특별시 강서구 화곡로63길 40",", 경복여자고등학교 (등촌동)","37.5578207513265","126.850597417843","02-3661-1741","02-3661-3795","http://kb.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000381","경성고등학교","04","사립","일반고등학교","N","병설","주간","19671023","19671229","1144012400","서울특별시 마포구 연남동","369-1.","121866","03977","서울특별시 마포구 성미산로 111",", 경성고등학교 (연남동)","37.563341","126.918767","02-3140-1168","02-334-7533","http://gyeongseong.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000382","경신고등학교","04","사립","일반고등학교","N","단설","주간","18850509","18850509","1111016900","서울특별시 종로구 혜화동","5-119.","110530","03067","서울특별시 종로구 혜화로 74","(혜화동,경신중고등학교)","37.592173","127.000227","02-762-0393","02-762-0387","http://kyungshin.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000383","경인고등학교","04","공립","일반고등학교","N","단설","주간","20020516","20020301","1153010600","서울특별시 구로구 고척동","66-28번지.","152826","08275","서울특별시 구로구 경인로46길 31",", 경인고등학교 (고척동)","37.4959938556192","126.865430571976","02-2618-3043","02-2618-3093","http://kyeongin.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000384","경희고등학교","04","사립","자율고등학교","N","병설","주간","19600518","19591212","1123010800","서울특별시 동대문구 회기동","경희대길 47(이문1-3).","130080","130701","서울특별시 동대문구 경희대로 26","(이문동)","37.594912","127.054904","966-3782","02-962-3643","http://www.kyungheeboy.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000385","경희여자고등학교","04","사립","일반고등학교","N","병설","주간","19600415","19600209","1123010800","서울특별시 동대문구 회기동","1번지.","130050","02447","서울특별시 동대문구 경희대로 26",", 경희여자고등학교 (회기동)","37.594927","127.051115","02-966-4560","02-967-2429","http://kyunghee.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000386","계성고등학교","04","사립","일반고등학교","N","단설","주간","19440908","19440908","1129013400","서울특별시 성북구 길음동","1-7번지.","136110","02720","서울특별시 성북구 길음로 63",", 계성고등학교 (길음동)","37.607710","127.020310","02-728-6100","02-776-7086","gyeseong.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000387","고려대학교사범대학부속고등학교","04","사립","일반고등학교","N","부속","주간","19680311","19680311","1129013300","서울특별시 성북구 정릉동","산1-2번지.","136856","02708","서울특별시 성북구 정릉로 161",", 고려대학교사범대학부속고등학교 (정릉동)","37.609816","127.001571","02-914-7483","02-942-0732","http://koreahi.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000388","고척고등학교","04","공립","자율고등학교","N","단설","주간","19841217","19841215","1153010600","서울특별시 구로구 고척동","232.","152832","08239","서울특별시 구로구 중앙로15길 162",", 고척고등학교 (고척동, 고척고등학교)","37.5080485713885","126.849868765721","02-2684-1593","02-2615-7802","http://gocheok.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000389","공항고등학교","04","공립","일반고등학교","N","단설","주간","19830412","19821130","1150010500","서울특별시 강서구 마곡동","541번지.","157222","07597","서울특별시 강서구 방화대로34길 43","(마곡동, 공항고등학교)","37.570122","126.818420","02-2664-6874","02-6309-3919","http://konghang.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000390","관악고등학교","04","공립","일반고등학교","N","단설","주간","19730427","19550427","1156012600","서울특별시 영등포구 양평동2가","23.","150102","07278","서울특별시 영등포구 영등포로6길 26","(양평동2가)","37.5217920201628","126.88292275386","02-2633-5954","02-2632-9358","http://kwan-ak.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","일반고등학교","N","단설","주간","19860513","19860125","1121510400","서울특별시 광진구 광장동","554-11.","143815","04973","서울 광진구 아차산로70길 17-16",", 광남고등학교 (광장동,광남고등학교)","37.5415133729537","127.101212450199","02-2204-8705","02-458-7043","http://gwang-nam.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","일반고등학교","N","단설","주간","19851105","19851105","1174010200","서울특별시 강동구 고덕동","295번지.","134080","05225","서울특별시 강동구 동남로 968",", 광문고등학교 (고덕동)","37.5604613570557","127.15854833906","02-427-2870","02-427-4357","http://gwangmun.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","일반고등학교","N","단설","주간","18940406","18940406","1144011100","서울특별시 마포구 신수동","91-20번지.","121854","04097","서울특별시 마포구 신수로8길 20","(신수동)","37.5486226","126.9363687","02-703-3457","02-711-7397","http://kwangsung.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","일반고등학교","N","단설","주간","19870102","19870120","1162010200","서울특별시 관악구 신림동","328번지.","151861","08847","서울특별시 관악구 광신길 141","(신림동,광신중고등학교)","37.4644759310512","126.925938757145","02-881-8532","02-881-8566","http://kwangshin.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","자율고등학교","N","단설","주간","19880420","19861215","1121510500","서울특별시 광진구 자양동","674-1번지.","143873","05104","서울특별시 광진구 자양로3가길 31","(자양동)","37.529721","127.085285","02-446-1435","02-458-9715","http://gwangyang.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","일반고등학교","N","단설","주간","19850201","19850201","1147010300","서울특별시 양천구 신월동","43-3번지.","158823","07909","서울특별시 양천구 남부순환로30길 17","(신월동,광영고등학교)","37.5371970209261","126.823275429408","02-2650-2300","02-2697-1002","http://ky.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","일반고등학교","N","단설","주간","19850306","19841217","1147010300","서울특별시 양천구 신월동","43-3번지.","158823","07909","서울특별시 양천구 남부순환로30길 17",", 광영여자고등학교 (신월동)","37.537740","126.824890","02-2697-5553","02-2697-5552","http://kyg.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","일반고등학교","N","단설","주간","19820424","19811231","1153010200","서울특별시 구로구 구로동","105-1.","152842","08299","서울특별시 구로구 가마산로27길 45",", 구로고등학교 (구로동)","37.4988415263259","126.890309302964","02-851-2065","02-851-9826","http://guro.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","일반고등학교","N","단설","주간","19900120","19900120","1153010200","서울특별시 구로구 구로동","685-194번지.","152868","08324","서울특별시 구로구 구일로 90-51","(구로동)","37.4944100271558","126.8739422238748","02-858-2549","02-867-2826","http://guil.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","일반고등학교","N","단설","주간","19870506","19861217","1168011000","서울특별시 강남구 압구정동","470번지.","135903","06003","서울특별시 강남구 압구정로39길 20",", 압구정고등학교 (압구정동)","37.530973","127.032648","02-549-0214","02-515-8610","http://apgujeong.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000401","금옥여자고등학교","04","공립","일반고등학교","N","단설","주간","19810503","19810115","1147010100","서울특별시 양천구 신정동","729번지.","158855","08080","서울특별시 양천구 신정로 213","(신정동)","37.510928","126.844582","02-2086-7502","02-2086-7575","http://geumok.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000402","금천고등학교","04","공립","일반고등학교","N","단설","주간","19850506","19831208","1154510300","서울특별시 금천구 시흥동","산24-4.","08650","08650","서울특별시 금천구 시흥대로38길 26","(시흥동,금천고등학교)","37.445022","126.905691","02-896-3181","02-808-3186","http://Geumcheon.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000403","남강고등학교","04","사립","일반고등학교","N","단설","주간","19730302","19721229","1162010200","서울특별시 관악구 신림동","627-1.","151880","08854","서울특별시 관악구 난곡로34길 80","(신림동)","37.472357","126.924738","02-839-1701","02-839-1707","http://namkang.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000404","노원고등학교","04","공립","일반고등학교","N","단설","주간","19890427","19881223","1135010500","서울특별시 노원구 상계동","664번지.","139824","01675","서울특별시 노원구 노원로 586","(상계동)","37.6628057","127.0532928","02-937-0079","02-951-4607","http://nowon.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000405","단국대학교사범대학부속고등학교","04","사립","일반고등학교","N","부속","주간","19831226","19831226","1168010600","서울특별시 강남구 대치동","1013번지.","135281","06278","서울특별시 강남구 도곡로64길 21","(대치동)","37.495834","127.056676","02-2191-2600","02-557-6837","http://dan-kook.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000406","당곡고등학교","04","공립","자율고등학교","N","단설","주간","19840501","19831226","1162010100","서울특별시 관악구 봉천동","682번지.","151821","08712","서울특별시 관악구 봉천로21길 108",", 당곡고등학교 (봉천동)","37.491688","126.934635","02-6717-5200","02-873-4617","http://danggok.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000407","대광고등학교","04","사립","자율고등학교","N","단설","주간","19471025","19471125","1123010100","서울특별시 동대문구 신설동","53-3번지.","130110","02581","서울특별시 동대문구 안암로 6",", 대광고등학교 (신설동)","37.577939","127.024586","02-940-2202","02-926-3197","http://www.dgh.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000408","대성고등학교","04","사립","일반고등학교","N","단설","주간","19691016","19690109","1138010400","서울특별시 은평구 갈현동","산 53-1번지.","122802","03322","서울특별시 은평구 갈현로29길 51-24",", 대성고등학교 (갈현동)","37.6231699693512","126.909361127413","02-6252-1000","02-386-2536","http://dae-sung.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000409","대신고등학교","04","사립","일반고등학교","N","단설","주간","19380405","19380405","1111018100","서울특별시 종로구 행촌동","171번지.","110091","03029","서울특별시 종로구 사직로 9","(행촌동)","37.5735255","126.9618728","02-736-0317","02-736-0324","http://daeshin.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000410","대영고등학교","04","공립","자율고등학교","N","단설","주간","19871215","19871215","1156013200","서울특별시 영등포구 신길동","342번지.","150841","07397","서울특별시 영등포구 도림로86길 16","(신길동, 대영고등학교)","37.5","126.9","02-847-2019","02-845-3496","http://dy.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000411","대원고등학교","04","사립","일반고등학교","N","단설","주간","19770520","19770520","1121510100","서울특별시 광진구 중곡동","176-124.","143713","04939","서울특별시 광진구 용마산로22길 26",", 대원고등학교 (중곡동)","37.563177","127.089494","02-2204-1569","82-2-2204-1577","http://daewon.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000412","대원여자고등학교","04","사립","일반고등학교","N","단설","주간","19830520","19821013","1121510100","서울특별시 광진구 중곡동","176-124.","143220","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","37.5624945045861","127.089438001748","02-2204-1620","02-2204-1623","http://dwg.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000413","대일고등학교","04","사립","일반고등학교","N","단설","주간","19720926","19720926","1150010200","서울특별시 강서구 등촌동","563-2번지.","157032","07672","서울특별시 강서구 등촌로 105","(등촌동)","37.539175","126.862546","070-4020-6400","02-2644-1558","https://daeil.sen.hs.kr/index.do","남"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000414","대진고등학교","04","사립","일반고등학교","N","단설","주간","19851024","19840613","1135010400","서울특별시 노원구 하계동","55번지.","139230","01807","서울특별시 노원구 공릉로62가길 47",", 대진고등학교 (하계동)","37.6378050512267","127.076091040386","02-976-0067","02-971-6085","http://daejin.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000415","대진여자고등학교","04","사립","일반고등학교","N","단설","주간","19880212","19880212","1135010600","서울특별시 노원구 중계동","514-2번지.","139865","01785","서울특별시 노원구 공릉로 438",", 대진여자고등학교 (중계동)","37.6461247341409","127.067197832117","02-979-2327","02-948-3951","http://daejinw.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000416","대진디자인고등학교","04","사립","특성화고등학교","N","단설","주간","19950302","19940325","1168011500","서울특별시 강남구 수서동","733.","06352","06352","서울특별시 강남구 광평로39길 93","(수서동,대진디자인고등학교)","37.4904272490566","127.095978207613","02-2226-8418","02-2226-4863","http://daejindesign.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000417","덕성여자고등학교","04","사립","일반고등학교","N","단설","주간","19451010","19200419","1111014100","서울특별시 종로구 안국동","37번지.","110240","03061","서울특별시 종로구 율곡로3길 50",", 덕성여자고등학교 (안국동)","37.5777612658016","126.983557797536","02-734-6871","02-732-5569","http://duksung.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000418","덕원여자고등학교","04","사립","일반고등학교","N","단설","주간","19780429","19780429","1150010600","서울특별시 강서구 내발산동","산59-2번지.","157700","07640","서울특별시 강서구 강서로45길 91-44","(내발산동,덕원여자고등학교)","37.5486229374053","126.829024291802","02-2660-7800","02-2660-7881","http://deokwon.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000419","독산고등학교","04","공립","일반고등학교","N","단설","주간","20020504","20011231","1154510200","서울특별시 금천구 독산동","907-34.","153820","08551","서울특별시 금천구 문성로 64",", 독산고등학교 (독산동)","37.476712611542894","126.91101078447055","02-857-6248","02-857-6247","http://doksan.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000420","동국대학교사범대학부속고등학교","04","사립","일반고등학교","N","부속","주간","19470624","19470624","1123010600","서울특별시 동대문구 장안동","328번지.","02520","02520","서울특별시 동대문구 장안벚꽃로 201","(장안동,동국대학교사범대학부속고등학교)","37.577479","127.074495","02-6913-1511","02-6913-1588","http://ddbk.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000421","동덕여자고등학교","04","사립","일반고등학교","N","단설","주간","19100428","19100428","1165010100","서울특별시 서초구 방배동","산82번지.","137063","06700","서울특별시 서초구 효령로2길 123-5",", 동덕여자고등학교 (방배동)","37.4758768309158","126.991995829058","02-586-5418","02-582-7306","http://dongduk.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000422","동명여자고등학교","04","사립","일반고등학교","N","단설","주간","19210603","19210603","1138010600","서울특별시 은평구 대조동","91-20번지.","122840","03390","서울특별시 은평구 통일로 793","(대조동,동명여자고등학교)","37.614477413919","126.92501552748","02-385-0652","02-356-4706","http://dongmyung.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000423","동북고등학교","04","사립","일반고등학교","N","단설","주간","19530604","19530604","1174010600","서울특별시 강동구 둔촌동","180-2.","134820","05412","서울특별시 강동구 강동대로 305","(둔촌동)","37.5197185404258","127.141222714355","02-477-2280","02-488-8093","http://dongbuk.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000424","동성고등학교","04","사립","자율고등학교","N","단설","주간","19381208","19070910","1111016900","서울특별시 종로구 혜화동","90-7번지.","03083","03083","서울특별시 종로구 대학로 156","(혜화동,동성중고교)","37.5849703196581","127.003097645548","02-3671-9100","02-765-8239","http://www.dongsung.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000425","동일여자고등학교","04","사립","일반고등학교","N","단설","주간","19680910","19721219","1154510300","서울특별시 금천구 시흥동","산100-4번지.","08656","08656","서울특별시 금천구 탑골로10길 45","(시흥동, 동일여자고등학교)","37.450980","126.916270","02-803-9806","02-894-5554","http://dongilg.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000426","서울매그넷고등학교","04","사립","특성화고등학교","N","단설","주간","19870303","19870112","1154510300","서울특별시 금천구 시흥동","산100-4번지.","08656","08656","서울특별시 금천구 탑골로10길 45","(시흥동, 동일여자상업고등학교)","37.451491","126.917384","02-807-6333","02-804-9040","seoulmagnet.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000426","서울매그넷고등학교","04","사립","특성화고등학교","N","단설","주간","19870303","19870112","1154510300","서울특별시 금천구 시흥동","산100-4번지.","08656","08656","서울특별시 금천구 탑골로10길 45","(시흥동, 동일여자상업고등학교)","37.451491","126.917384","02-807-6333","02-804-9040","seoulmagnet.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000427","동작고등학교","04","공립","일반고등학교","N","단설","주간","19910430","19911023","1159010700","서울특별시 동작구 사당동","236-4.","156095","07031","서울특별시 동작구 솔밭로 51","(사당동,동작고등학교(복합정보센타))","37.4824277299317","126.965230826373","02-588-4196","02-523-3410","http://dongjak.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000428","둔촌고등학교","04","공립","일반고등학교","N","단설","주간","19970412","19970115","1174010600","서울특별시 강동구 둔촌동","79-3.","134062","05367","서울특별시 강동구 명일로 140","(둔촌동,둔촌고등학교)","37.5314320408088","127.143810743359","02-485-9873","02-485-9874","https://doonchon.sen.hs.kr/","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000429","마포고등학교","04","사립","일반고등학교","N","단설","주간","19530601","19530601","1150010200","서울특별시 강서구 등촌동","82-1번지.","157033","07576","서울특별시 강서구 화곡로 403","(등촌동,마포고등학교)","37.559989927598","126.853132848803","02-3663-2583","02-3663-2590","http://mapo.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000430","면목고등학교","04","공립","자율고등학교","N","단설","주간","19830420","19821130","1126010100","서울특별시 중랑구 면목동","30번지 .","02193","02193","서울특별시 중랑구 용마산로72길 36-14","(면목동,면목고등학교)","37.584781","127.096719","02-435-0002","02-435-0774","http://mmhs.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000431","명덕고등학교","04","사립","일반고등학교","N","단설","주간","19841015","19841217","1150010600","서울특별시 강서구 내발산동","169-1번지.","157726","07633","서울특별시 강서구 강서로47길 34-10","(내발산동,명덕고등학교)","37.554327","126.835450","02-2664-8817","02-2664-8875","http://myungduk.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000432","명덕여자고등학교","04","사립","일반고등학교","N","단설","주간","19841015","19831226","1150010600","서울특별시 강서구 내발산동","169-1번지.","157726","07633","서울특별시 강서구 강서로47길 34-10","(내발산동)","37.553987","126.834306","02-2664-8815","02-2664-8343","mdgh.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000433","동국대학교사범대학부속여자고등학교","04","사립","일반고등학교","N","부속","주간","19300620","19300620","1121510300","서울특별시 광진구 구의동","238-1번지.","143824","05038","서울특별시 광진구 광나루로36길 47",", 동국대부속여고 (구의동)","37.543210","127.087073","02-2049-1577","02-2049-1588","http://donggukgirls.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000434","명일여자고등학교","04","공립","일반고등학교","N","단설","주간","19850508","19841217","1174010100","서울특별시 강동구 명일동","40번지.","134825","05268","서울특별시 강동구 명일로 350","(명일동,명일여자고등학교)","37.5497764231025","127.149581167399","02-481-8192","02-481-8197","http://myungil.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000435","명지고등학교","04","사립","일반고등학교","N","단설","주간","19480412","19480412","1141011800","서울특별시 서대문구 홍은동","361-30번지.","120848","03656","서울특별시 서대문구 명지2길 56",", 명지고등학교 (홍은동)","37.584250","126.927381","02-303-1540","02-309-7289","http://myongji.sen.hs.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000436","무학여자고등학교","04","공립","일반고등학교","N","단설","주간","19400420","19400330","1120010700","서울특별시 성동구 행당동","322-1.","04716","04716","서울특별시 성동구 고산자로 197","무학여자고등학교","37.5567680311439","127.03359949927","02-2200-1724","02-2299-5065","http://muhak.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000437","서울문영여자고등학교","04","사립","일반고등학교","N","단설","주간","19911107","19911107","1162010100","서울특별시 관악구 봉천동","1695번지.","151050","08833","서울특별시 관악구 관악로 85",", 서울문영여자고등학교 (봉천동)","37.473416","126.951081","02-873-3622","02-873-3625","http://moonyoung.sen.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000438","문일고등학교","04","사립","일반고등학교","N","단설","주간","19741227","19741227","1154510300","서울특별시 금천구 시흥동","559-1번지.","153030","08634","서울특별시 금천구 시흥대로47길 45","(시흥동)","37.449124","126.898969","02-802-2301","02-893-5094","http://moonil.sen.hs.kr","남"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000439","미림여자고등학교","04","사립","일반고등학교","N","단설","주간","19790531","19671230","1162010200","서울특별시 관악구 신림동","1557-1번지.","08821","08821","서울특별시 관악구 호암로 546",", 미림여자고등학교 (신림동)","37.466758","126.933272","02-886-1811","02-878-2188","http://www.mirim.hs.kr","녀"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000440","반포고등학교","04","공립","일반고등학교","N","단설","주간","19840426","19831226","1165010700","서울특별시 서초구 반포동","30-19.","137041","06598","서울특별시 서초구 고무래로 71","(반포동,반포고등학교)","37.5027043552097","127.016511680172","02-2258-4300,4100","02-2258-4242","http://banpo.sen.hs.kr","남녀공학"
