"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","","N","단설","주간","19930227","19930227","1168011400","서울특별시 강남구 일원동","712번지.","135938","06341","서울특별시 강남구 양재대로55길 28",", 서울대청초등학교 (일원동)","37.4931330378071","127.087785687416","02-459-2152","02-459-7918","http://daecheong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","","N","단설","주간","19840509","19840509","1168010600","서울특별시 강남구 대치동","505.","135280","06291","서울특별시 강남구 양재천로 363","(대치동, 대치초등학교)","37.4913113474101","127.061965930069","02-555-2455","02-555-2485","http://daechi.sen.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","","N","단설","주간","19850508","19841205","1168010600","서울특별시 강남구 대치동","969번지.","135848","06187","서울특별시 강남구 역삼로98길 16","(대치동,대현초등학교)","37.5","127.1","02-553-6922","02-563-1875","http://daehyun.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","","N","단설","주간","19750312","19740901","1168010600","서울특별시 강남구 대치동","924-10.","135284","06205","서울특별시 강남구 선릉로64길 33","(대치동, 도곡초등학교)","37.4995070056416","127.054445507233","02-580-4500","02-539-8454","http://dogok.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","","N","단설","주간","19810930","19810613","1168010100","서울특별시 강남구 역삼동","714번지.","135919","06213","서울특별시 강남구 역삼로 313","(역삼동,도성초등학교)","37.5014628230965","127.048873762675","02-567-0039","02-567-0204","http://seouldoseong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","","N","단설","주간","19820406","19810805","1165010600","서울특별시 서초구 잠원동","1-3번지.","137043","06510","서울특별시 서초구 잠원로3길 28","(잠원동,반원초등학교)","37.5102082","127.0039023","02-599-5662","02-595-1371","http://banwon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000754","서울반포초등학교","02","공립","","N","단설","주간","19740320","19740320","1165010700","서울특별시 서초구 반포동","937번지.","137811","06502","서울특별시 서초구 신반포로 55-4",", 서울반포초등학교 (반포동,반포초등학교)","37.502916","126.991055","02-599-1349","02-533-4208","http://seoulbanpo.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","","N","단설","주간","19750912","19750912","1165010100","서울특별시 서초구 방배동","861-1번지(방배초등길 20).","137838","06570","서울특별시 서초구 방배중앙로13길 26","(방배동,방배초등학교)","37.486764194362","126.98713719477","02-595-9612","02-595-9617","http://bangbae.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","","N","단설","주간","19841025","19840730","1165010100","서울특별시 서초구 방배동","167-4번지.","06663","06663","서울특별시 서초구 방배로18길 52","(방배동)","37.4853425","126.9982024","02-3472-5142","02-521-5779","http://bangil.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","","N","단설","주간","19901102","19900406","1165010100","서울특별시 서초구 방배동","산81-1.","137063","06700","서울특별시 서초구 효령로4길 58","(방배동,방현초등학교)","37.4763718","126.9901785","02-521-9878","02-523-1891","http://banghyun.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","","N","단설","주간","19820407","19820407","1168010500","서울특별시 강남구 삼성동","79-2번지.","135090","06078","서울특별시 강남구 학동로 610","(삼성동,봉은초등학교)","37.5200827812849","127.060930912959","02-540-2892","02-545-2697","http://bongeun.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","","N","단설","주간","19850429","19850429","1168010500","서울특별시 강남구 삼성동","42번지.","135868","06097","서울특별시 강남구 봉은사로63길 22","(삼성동,삼릉초등학교)","37.5132595599496","127.046949541886","02-545-4502","02-514-4476","http://srng.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","","N","단설","주간","19830414","19830404","1165010100","서울특별시 서초구 방배동","771번지.","137829","06574","서울특별시 서초구 방배로 260","(방배동,서래초등학교)","37.5","126.9","02-595-7512","02-596-2443","http://seorae.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","","N","단설","주간","19850422","19841130","1165010700","서울특별시 서초구 반포동","30-8번지.","06598","06598","서울특별시 서초구 고무래로 63",", 서울서원초등학교 (반포동)","37.5","127.0","02-594-5151","02-594-1787","https://seo-won.sen.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","","N","단설","주간","19840423","19831203","1165010800","서울특별시 서초구 서초동","1334-2번지(서운로 85).","137859","06630","서울특별시 서초구 서운로 35","(서초동,서이초등학교)","37.5","127.0","02-3474-7021","02-3474-7026","http://seo2.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","","N","단설","주간","19861016","19861016","1165010800","서울특별시 서초구 서초동","1436-8번지.","137865","06723","서울특별시 서초구 남부순환로339길 38","(서초동,서일초등학교)","37.4852959747114","127.022161220784","02-598-5013","02-598-5015","http://seoulseoil.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","","N","단설","주간","19810506","19801004","1165010800","서울특별시 서초구 서초동","1310-6.","137856","06613","서울특별시 서초구 서운로 178","(서초동,서초초등학교)","37.499311","127.024064","02-3482-0831","02-3482-0835","http://seocho.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","","N","단설","주간","19920715","19920715","1168011500","서울특별시 강남구 수서동","709번지.","135884","06348","서울특별시 강남구 광평로51길 46","(수서동,수서초등학교)","37.4","127.1","02-459-1334","02-459-1410","http://suseo.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","","N","단설","주간","19811103","19811103","1168010700","서울특별시 강남구 신사동","550-11번지.","135890","06029","서울특별시 강남구 압구정로18길 28","(신사동,신구초등학교)","37.5233612951904","127.023991523087","02-549-6815","02-549-4393","http://shingu.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","","N","단설","주간","19460402","19460402","1165010600","서울특별시 서초구 잠원동","54-5번지.","137907","06517","서울특별시 서초구 나루터로 15","(잠원동,신동초등학교)","37.5171282419289","127.011388464915","02-6960-4500","02-596-8566","http://sindong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","","N","단설","주간","19360601","19360601","1165010800","서울특별시 서초구 서초동","1466-6번지.","137867","06712","서울특별시 서초구 남부순환로317길 15","(서초동,서울신중초등학교)","37.480010","127.009623","02-521-2811","02-521-2817","http://sinjung.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","","N","단설","주간","19770504","19760820","1168011000","서울특별시 강남구 압구정동","461번지.","135905","06004","서울특별시 강남구 압구정로39길 29","(압구정동,압구정초등학교)","37.5316708","127.031165","02-3446-9646","02-3446-9643","http://www.apgujeong.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","","N","단설","주간","19841024","19830719","1165010200","서울특별시 서초구 양재동","101번지.","137130","06755","서울특별시 서초구 바우뫼로18길 14","(양재동,양재초등학교)","37.4741644827927","127.031893858174","02-573-4432","02-579-7683","http://yangjae.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","","N","단설","주간","19890506","19881221","1168010300","서울특별시 강남구 개포동","183번지.","135243","06328","서울특별시 강남구 개포로 513",", 서울양전초등학교","39.4903657","127.0694778","02-3411-8982","02-3411-8986","http://yangjeon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","","N","단설","주간","19340416","19340416","1165010900","서울특별시 서초구 내곡동","122번지.","137180","06800","서울특별시 서초구 헌릉로8길 42","(내곡동)","37.454144","127.061700","070-8686-4101","070-4742-5856","http://eonnam.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","","N","단설","주간","19450401","19450401","1168010400","서울특별시 강남구 청담동","27번지.","135950","06066","서울특별시 강남구 삼성로135길 42","(청담동,언북초등학교)","37.519926","127.0451","02-514-5981","02-514-5984","http://eonbuk.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","","N","단설","주간","19271008","19270916","1168011800","서울특별시 강남구 도곡동","922번지.","135271","06268","서울특별시 강남구 남부순환로363길 19","(도곡동,언주초등학교)","37.4","127.0","02-3462-5285","02-3462-3148","http://eonju.sen.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","","N","단설","주간","19790927","19780721","1168010100","서울특별시 강남구 역삼동","833-7번지.","135081","06251","서울특별시 강남구 강남대로66길 21","(역삼동,역삼초등학교)","37.4931611542639","127.032603025966","02-563-9168","02-563-9169","http://yeoksam.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","","N","단설","주간","19461001","19461001","1168011400","서울특별시 강남구 일원동","617번지.","135943","06338","서울특별시 강남구 일원로 21","(일원동,영희초등학교)","37.4923016605979","127.081131205973","02-2226-6016","02-3411-3133","http://younghee.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","","N","단설","주간","19631031","19631031","1168011500","서울특별시 강남구 수서동","745번지.","135220","06353","서울특별시 강남구 광평로31길 74","(수서동,왕북초등학교)","37.486436702997686","127.08604059773049","02-451-5073","02-459-0009","http://wangbuk.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","","N","병설","주간","19941101","19940805","1165010300","서울특별시 서초구 우면동","58번지.","137900","06762","서울특별시 서초구 바우뫼로7길 38","(우면동,우암초등학교)","37.472295908787","127.023721964522","02-529-3256","02-529-3259","http://wooam.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","","N","단설","주간","19900504","19890704","1165010800","서울특별시 서초구 서초동","1685-1번지.","137074","06602","서울특별시 서초구 고무래로 90-6","(서초동,원명초등학교)","37.5007761754026","127.016705771732","02-593-4492","02-595-4797","http://wonmyong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","","N","단설","주간","19790918","19790918","1165010700","서울특별시 서초구 반포동","21번지.","137041","06544","서울특별시 서초구 사평대로45길 26","(반포동,서울원촌초등학교)","37.5061857","127.0124612","02-536-0816","02-536-0864","http://wonchon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","","N","단설","주간","19780413","19770901","1165010100","서울특별시 서초구 방배동","468-6번지.","137819","06692","서울특별시 서초구 방배천로4길 23","서울이수초등학교 (방배동,이수초등학교)","37.4783700689764","126.984416220706","02-521-5282","02-588-8924","http://isu.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","","N","단설","주간","19841010","19841010","1168011400","서울특별시 강남구 일원동","691번지.","135230","06345","서울특별시 강남구 영동대로4길 20","(일원동,일원초등학교)","37.4897892510033","127.076325096662","02-445-8815","02-445-6306","http://ilwon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","","N","단설","주간","19781121","19780830","1165010700","서울특별시 서초구 반포동","17번지.","137040","06547","서울특별시 서초구 신반포로16길 15-25","(반포동, 잠원초등학교)","37.50188","126.99767","02-599-4262","02-537-8248","http://jamwon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","","N","단설","주간","19800404","19800301","1168011000","서울특별시 강남구 압구정동","142번지.","135955","06010","서울특별시 강남구 압구정로71길 9","(청담동,청담초등학교)","37.5279725","127.0452701","02-542-3779","02-3446-7080","http://cheongdam.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","","N","병설","주간","19901024","19901024","1168010300","서울특별시 강남구 개포동","1273번지.","135961","06311","서울특별시 강남구 개포로22길 87",", 서울포이초등학교 (개포동,포이초등학교)","37.475962","127.052079","02-578-7334","02-6009-5310","http://poi.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","","N","병설","주간","19790411","19790126","1168010800","서울특별시 강남구 논현동","264-7.","135832","06100","서울특별시 강남구 선릉로115길 42",", 서울학동초등학교 (논현동)","37.5120656487003","127.039809428741","02-546-5185","02-546-6474","http://hakdong.sen.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","","N","단설","주간","19900425","19900425","1171010700","서울특별시 송파구 가락동","163번지.","138810","05820","서울특별시 송파구 중대로20길 47","(가락동)","37.4974117311335","127.130016882706","02-448-5766","02-448-4459","http://gadong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","","N","단설","주간","19810909","19810909","1171010700","서울특별시 송파구 가락동","477번지.","138161","05698","서울특별시 송파구 송파대로37길 45","(가락동, 가락초등학교)","37.5000219623772","127.107602527941","02-3402-1161","02-3402-1145","https://garak.sen.es.kr/","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","","N","단설","주간","19881208","19881208","1171010800","서울특별시 송파구 문정동","150-10.","138200","05834","서울특별시 송파구 중대로4길 8","(문정동, 가원초등학교)","37.4894409751686","127.111029310344","02-405-4555","02-448-0188","http://gawon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","","N","단설","주간","19961108","19960810","1171010700","서울특별시 송파구 가락동","140-6번지(새팽이길 90).","138808","05823","서울특별시 송파구 오금로40길 37",", 서울가주초등학교 (가락동, 가주초등학교)","37.4965655863755","127.129287152437","02-3401-0443","02-402-7623","http://gaju.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","","N","단설","주간","20190902","19861217","1174010200","서울특별시 강동구 고덕동","방죽말길 167-1.","134803","134803","서울특별시 강동구 동남로82길 94-54","(고덕동,서울강덕초등학교)","37.5595469338186","127.160484033535","02-426-0871","02-426-0873","http://gangdeok.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","","N","단설","주간","19770504","19760818","1174010900","서울특별시 강동구 천호동","306번지.","134867","05322","서울특별시 강동구 상암로14길 77","(천호동,서울강동초등학교)","37.5463647928489","127.130187858021","02-489-3215","02-489-3217","http://gangdong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","","N","단설","주간","20090901","19930720","1174011000","서울특별시 강동구 강일동","685번지.","134100","05213","서울특별시 강동구 아리수로98길 24",", 서울강일초등학교 (강일동)","37.56535","127.17733","02-3426-6472","02-3426-6451","http://gangil.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","","N","단설","주간","19671123","19670915","1171011200","서울특별시 송파구 오금동","108.","05731","05731","서울특별시 송파구 마천로25길 18","(오금동, 거여초등학교)","37.505165829279","127.140973626434","02-2160-5400","02-400-9478","http://geo-yeo.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","","N","단설","주간","19971107","19970901","1171011300","서울특별시 송파구 거여동","296-1번지.","138815","05789","서울특별시 송파구 양산로2길 26","(거여동,거원초등학교)","37.487601","127.144669","02-6919-3700","02-6919-3799","http://guhwon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","","N","단설","주간","19840511","19831203","1174010200","서울특별시 강동구 고덕동","158번지.","134800","05221","서울특별시 강동구 아리수로82길 42",", 고덕초등학교 (고덕동)","37.560723","127.166557","02-427-0525","02-427-0185","http://goduk.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","","N","병설","주간","19801129","19801129","1174010100","서울특별시 강동구 명일동","296-1번지.","134070","05267","서울특별시 강동구 고덕로46길 53",", 서울고명초등학교 (명일동)","37.5529722545558","127.147437333602","02-3428-5112","02-3428-5117","http://gomyung.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","","N","단설","주간","19840506","19831203","1174010300","서울특별시 강동구 상일동","125번지.","134836","05275","서울특별시 강동구 구천면로93길 20",", 서울고일초등학교 (상일동)","37.5515408195372","127.169411611068","02-428-9088","02-428-9085","http://goil.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","","N","단설","주간","19740607","19730106","1174010500","서울특별시 강동구 길동","362번지.","134812","05344","서울특별시 강동구 양재대로116길 69",", 서울길동초등학교 (길동)","37.5385917666321","127.144974074142","02-475-5591","02-483-4136","http://gildong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","","N","단설","주간","19840503","19831203","1171011400","서울특별시 송파구 마천동","53번지.","138818","05745","서울특별시 송파구 성내천로 207","(마천동)","37.501176","127.150731","02-3401-0651","02-3401-0654","http://s-namcheon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","","N","단설","주간","19860506","19860301","1174010100","서울특별시 강동구 명일동","234번지 (상암길 271 ).","134826","05271","서울특별시 강동구 상암로 271","(명일동,서울대명초등학교)","37.547292","127.153243","02-481-7871","02-481-7876","http://daemyeong.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","","N","단설","주간","19780504","19780201","1171011400","서울특별시 송파구 마천동","183-4번지.","138121","05758","서울특별시 송파구 마천로61다길 24",", 서울마천초등학교 (마천동)","37.4955069831064","127.15263013173","02-400-6773","02-448-3475","http://smacheon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","","N","단설","주간","19850503","19841205","1174010200","서울특별시 강동구 고덕동","487-15번지.","134805","05230","서울특별시 강동구 양재대로156길 11",", 서울명덕초등학교 (고덕동)","37.5567629637976","127.145081702644","02-441-2156","02-441-4298","http://myungduk.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","","N","단설","주간","19870422","19861217","1174010100","서울특별시 강동구 명일동","39번지.","134072","05268","서울특별시 강동구 명일로 364",", 서울명원초등학교 (명일동)","37.5512889333165","127.15049857922","02-428-2433","02-428-3163","http://myongwon.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","","N","단설","주간","19801006","19800510","1174010700","서울특별시 강동구 암사동","418-18번지.","05256","05256","서울특별시 강동구 고덕로38길 8","(암사동, 서울명일초등학교)","37.5545423636523","127.142569508391","02-441-5313","02-429-9888","http://myeongil.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","","N","단설","주간","19851023","19850710","1174010200","서울특별시 강동구 고덕동","498번지 서울묘곡초등학교.","134081","05232","서울특별시 강동구 동남로79길 46","(고덕동)","37.558201","127.153231","02-427-4167","02-427-9879","http://myogok.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","","N","단설","주간","19931026","19930720","1171010800","서울특별시 송파구 문정동","90-3번지.","138200","05809","서울특별시 송파구 송이로34길 60","(문정동)","37.485326","127.127395","02-409-9817","02-406-5224","http://moondeok.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","","N","단설","주간","19850417","19841205","1171010800","서울특별시 송파구 문정동","12번지.","138200","05797","서울특별시 송파구 문정로5길 20",", 문정초등학교 (문정동)","37.4890731161772","127.129011908759","02-404-8501","02-443-5175","http://moonjung.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","","N","단설","주간","19920901","19911030","1171011100","서울특별시 송파구 방이동","220번지.","138836","05645","서울특별시 송파구 오금로27길 42","(방이동)","37.509493","127.121066","02-420-5221","02-420-7140","http://sbangsan.sen.es.kr","남녀공학"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","","N","단설","주간","19820404","19810909","1171011100","서울특별시 송파구 방이동","167번지 서울방이초등학교 .","138833","05636","서울특별시 송파구 위례성대로10길 4",", 서울방이초등학교 (방이동)","37.513554","127.120940","02-420-8477","02-420-8479","http://bangi.sen.es.kr","남녀공학"
